sample_location,sample_date,Fe2O3_percent,Fe_percent,SiO2_percent,SO3_percent,Na2O_percent,CaO_percent,MnO_percent,Al2O3_percent,Cl_percent,MgO_percent,Cr2O3_percent,Co2O3_percent,corrosion_severity,corrosion_implication
Songosongo,30/10/2024,71.07,49.71,22.67,1.13,0.03,1.54,0.18,0.85,0.68,0.28,0.35,0.31,Moderate,General surface corrosion
Kagera,19/08/2021,88.06,61.59,8.17,2.42,0.02,0.22,0.11,0.31,0.46,0.1,0.06,0.07,Severe,Deep penetration corrosion
Rukwa,27/09/2022,79.3,55.47,7.62,2.84,0.27,2.09,0.82,0.94,1.5,1.08,0.1,0.46,High,Severe intergranular attack
Shinyanga,15/12/2025,71.87,50.26,16.35,1.18,0.71,1.94,0.27,2.63,0.24,0.93,1.66,0.07,Moderate,Erosive wear from particulate ingress
Cyclone,14/08/2024,73.92,51.7,16.64,1.33,0.18,1.49,1.68,1.61,0.7,1.0,0.13,0.27,Moderate,Moderate crevice corrosion
Dodoma,07/01/2022,59.76,41.8,24.19,0.78,0.66,5.07,1.79,3.92,0.11,0.68,0.58,0.8,Very Low,Negligible corrosion detected
Morogoro,27/11/2021,87.29,61.05,7.8,2.37,0.02,0.35,0.42,0.31,0.78,0.21,0.25,0.22,Severe,Critical stress corrosion cracking
Dar es Salaam,18/12/2021,49.24,34.44,38.02,0.58,0.16,4.35,1.96,2.52,0.16,1.18,0.26,0.25,Low,Minimal corrosion activity
Songosongo,19/11/2020,62.23,43.52,21.93,0.81,1.33,4.12,0.13,4.31,0.65,0.21,1.07,0.47,Moderate,General surface corrosion
Iringa,15/04/2024,61.36,42.92,32.16,0.27,0.36,2.14,0.27,0.53,0.34,0.96,0.19,0.38,Very Low,Negligible corrosion detected
Bukoba,13/09/2022,69.58,48.66,26.39,0.91,0.16,0.15,0.67,0.68,0.49,0.16,0.39,0.18,Moderate,Erosive wear from particulate ingress
Kilifi,31/07/2025,60.54,42.34,21.03,1.54,0.44,3.4,2.03,5.82,0.71,1.13,1.3,0.73,Moderate,Moderate pitting observed
Mbeya,09/08/2021,62.23,43.53,18.97,0.84,1.4,3.53,1.79,3.69,0.2,1.15,1.76,0.76,Moderate,Moderate pitting observed
Dar es Salaam,09/08/2022,74.05,51.79,26.12,1.6,0.05,0.2,0.1,0.5,0.78,0.1,0.05,0.05,Moderate,Uniform corrosion with scaling
Singida,03/03/2025,76.86,53.76,13.13,1.47,0.02,2.58,0.49,2.28,0.59,0.65,0.39,0.06,Moderate,General surface corrosion
Pemba,06/11/2022,73.8,51.62,20.44,0.49,0.03,1.19,0.15,0.5,0.28,0.78,0.16,0.44,Moderate,Moderate crevice corrosion
Dar es Salaam,25/02/2025,55.67,38.93,25.42,1.19,2.3,4.77,2.03,1.16,0.62,0.21,1.81,0.68,Moderate,Erosive wear from particulate ingress
Rukwa,11/11/2022,89.9,62.88,8.46,3.14,0.05,0.2,0.1,0.5,1.29,0.1,0.05,0.05,Severe,Significant wall thinning
Cyclone,08/02/2020,62.54,43.74,26.35,0.81,0.34,3.45,1.08,2.92,0.16,1.07,0.04,0.66,Moderate,Selective corrosion activity
Pemba,20/03/2025,61.05,42.7,41.03,0.03,0.05,0.2,0.1,0.5,0.23,0.1,0.05,0.05,Low,Slight discoloration only
Shinyanga,24/03/2023,76.51,53.52,16.57,1.74,0.16,0.75,0.87,1.05,0.25,0.87,0.06,0.72,Moderate,Moderate pitting observed
Bukoba,09/10/2021,61.99,43.36,25.22,0.21,0.07,2.67,0.76,4.04,0.07,0.41,0.34,0.37,Very Low,Excellent corrosion resistance
Pemba,29/10/2020,61.47,42.99,38.69,0.73,0.05,0.2,0.1,0.5,0.31,0.1,0.05,0.05,Low,Acceptable corrosion rates
Dar es Salaam,14/12/2024,74.03,51.78,20.54,1.4,0.23,0.65,0.26,1.18,0.3,0.54,0.48,0.14,Moderate,Uniform corrosion with scaling
Mwanza,16/11/2023,61.47,42.99,27.47,1.79,0.4,2.02,0.24,1.87,0.2,0.81,1.08,0.53,Moderate,Moderate crevice corrosion
Shinyanga,10/05/2023,77.74,54.37,8.46,3.81,0.23,3.1,1.32,1.71,1.38,0.49,0.98,0.57,Severe,Deep penetration corrosion
Songosongo,03/10/2024,90.94,63.6,2.27,3.05,0.21,0.36,0.1,1.18,0.72,0.42,0.13,0.25,High,Severe corrosion (oxidation and MIC)
Dar es Salaam,21/10/2022,66.12,46.25,13.68,1.68,0.32,3.31,1.55,7.15,0.24,1.36,1.44,0.08,Moderate,Erosive wear from particulate ingress
Kagera,14/02/2025,68.13,47.65,20.42,1.84,0.92,0.42,0.58,2.28,0.24,0.17,0.18,0.38,Moderate,Moderate crevice corrosion
Iringa,22/05/2023,89.4,62.52,3.47,1.09,0.25,0.15,0.98,1.79,1.14,0.49,0.72,0.53,High,Extensive uniform corrosion
Morogoro,26/03/2022,82.08,57.41,7.77,2.85,0.74,0.66,0.29,1.62,0.75,0.66,1.42,0.37,Severe,Rapid corrosion propagation
Njombe,24/04/2024,57.37,40.13,21.1,1.82,0.19,1.73,1.61,6.12,0.66,2.89,1.37,0.77,Moderate,General surface corrosion
Pwani,02/06/2025,74.81,52.33,23.95,1.87,0.05,0.2,0.1,0.5,0.3,0.1,0.05,0.05,Moderate,Moderate pitting observed
Pemba,12/03/2021,55.82,39.04,25.59,1.68,2.39,0.62,2.27,2.5,0.56,2.21,1.46,0.66,Moderate,Erosive wear from particulate ingress
Pwani,29/08/2022,87.61,61.28,10.92,2.38,0.05,0.2,0.1,0.5,1.12,0.1,0.05,0.05,Severe,Significant wall thinning
Mwanza,11/04/2024,62.47,43.69,24.93,0.88,1.05,3.07,0.7,1.22,0.65,2.4,0.89,0.56,Moderate,Selective corrosion activity
Bukoba,10/01/2024,87.73,61.36,8.37,3.94,0.05,0.2,0.1,0.5,1.21,0.1,0.05,0.05,Severe,Significant wall thinning
Arusha,26/04/2023,39.85,27.87,31.66,0.19,2.13,4.93,2.37,11.21,0.21,1.07,1.23,0.56,Low,Acceptable corrosion rates
Cyclone,24/04/2023,46.95,32.83,33.91,0.76,0.66,5.59,1.6,6.5,0.37,1.68,0.33,0.35,Low,Acceptable corrosion rates
Arusha,30/03/2020,56.93,39.81,20.46,0.64,1.16,5.86,2.3,5.43,0.25,2.34,0.44,0.33,Low,Slight discoloration only
Rukwa,09/06/2024,94.07,65.79,6.89,1.09,0.05,0.2,0.1,0.5,0.74,0.1,0.05,0.05,Severe,Significant wall thinning
Rukwa,29/01/2023,56.3,39.37,44.17,0.04,0.05,0.2,0.1,0.5,0.33,0.1,0.05,0.05,Low,Slight discoloration only
Bukoba,03/02/2020,90.21,63.09,9.27,2.24,0.05,0.2,0.1,0.5,0.83,0.1,0.05,0.05,Severe,Severe localized attack
Arusha,19/07/2020,78.54,54.94,7.06,1.88,0.41,2.41,2.47,2.17,0.75,1.03,0.49,0.33,Severe,Critical stress corrosion cracking
Madimba,27/07/2025,72.16,50.47,15.55,0.33,0.7,1.96,2.39,1.86,0.4,0.76,1.25,0.19,Moderate,General surface corrosion
Tabora,18/03/2023,85.94,60.11,9.91,2.45,0.05,0.22,0.12,0.4,0.67,0.11,0.05,0.08,Severe,Severe localized attack
Kilifi,31/07/2022,72.87,50.97,20.15,1.06,0.17,1.28,1.01,1.21,0.62,0.35,0.01,0.49,Moderate,General surface corrosion
Tabora,14/12/2023,64.58,45.17,25.11,0.02,0.24,3.62,1.73,0.35,0.12,1.43,0.75,0.53,Very Low,Optimal material performance
Mwanza,16/06/2022,71.04,49.69,13.83,1.3,0.61,3.08,0.43,3.88,0.66,0.69,0.57,0.19,Moderate,Erosive wear from particulate ingress
Rukwa,17/02/2022,87.76,61.38,3.49,2.89,0.29,1.56,0.89,0.58,1.41,0.44,0.27,0.18,Severe,Metal loss in carbon steel
Mbeya,23/10/2022,56.35,39.41,44.51,0.5,0.05,0.2,0.1,0.5,0.18,0.1,0.05,0.05,Low,Protective oxide layer formation
Dar es Salaam,14/07/2021,58.7,41.06,23.26,1.96,0.44,5.65,2.34,0.69,0.64,1.85,0.98,0.1,Moderate,Uniform corrosion with scaling
Ruvuma,01/02/2021,59.11,41.34,27.61,0.66,0.66,0.96,0.13,0.4,0.39,2.97,1.85,0.8,Moderate,Selective corrosion activity
Morogoro,10/06/2020,64.7,45.25,27.77,0.14,0.27,0.84,0.77,2.25,0.39,0.55,0.04,0.29,Moderate,Moderate pitting observed
Kigoma,19/06/2023,88.81,62.11,7.5,1.34,0.03,0.13,0.17,0.36,1.38,0.11,0.06,0.11,Severe,Critical stress corrosion cracking
Mtwara,10/12/2024,80.32,56.17,6.28,2.71,0.87,3.57,0.43,2.0,1.07,0.47,0.11,0.49,High,Critical structural degradation
Singida,16/05/2020,67.45,47.17,19.65,1.87,0.63,1.68,2.09,2.63,0.51,0.39,1.35,0.72,Moderate,Erosive wear from particulate ingress
Cyclone,03/02/2024,85.17,59.57,5.34,3.18,0.26,1.59,0.66,1.98,0.91,0.15,0.43,0.3,Severe,Significant wall thinning
Songosongo,22/06/2021,72.92,51.0,27.9,1.17,0.05,0.2,0.1,0.5,0.45,0.1,0.05,0.05,Moderate,Erosive wear from particulate ingress
Tanga,04/01/2021,83.23,58.21,5.33,1.2,0.8,0.79,0.73,3.35,1.21,0.34,1.74,0.52,Severe,Deep penetration corrosion
Madimba,23/04/2023,67.73,47.37,23.67,0.27,0.4,2.54,0.98,2.16,0.54,0.68,0.61,0.42,Moderate,Erosive wear from particulate ingress
Njombe,31/08/2023,63.03,44.08,18.89,0.14,0.69,5.42,1.1,6.73,0.26,0.88,0.96,0.51,Low,Minimal corrosion activity
Rukwa,28/08/2024,89.93,62.9,6.08,2.64,-0.02,0.06,0.05,0.21,1.1,0.08,-0.06,0.01,Severe,Rapid corrosion propagation
Pemba,20/12/2021,62.93,44.02,27.33,0.3,0.25,2.97,0.76,0.55,0.71,1.77,0.36,0.46,Moderate,Moderate crevice corrosion
Rukwa,02/04/2022,78.85,55.15,1.68,3.42,1.43,6.36,1.5,0.75,1.41,1.14,1.98,0.52,Severe,Severe localized attack
Morogoro,25/06/2021,59.99,41.96,21.03,0.94,0.03,2.62,2.92,5.6,0.18,2.0,1.76,0.09,Low,Acceptable corrosion rates
Iringa,07/02/2024,54.38,38.03,32.48,1.04,1.19,1.79,1.01,1.87,0.15,0.78,1.8,0.25,Low,Minor surface oxidation
Pemba,14/12/2025,58.54,40.95,43.13,0.89,0.05,0.2,0.1,0.5,0.11,0.1,0.05,0.05,Low,Light surface scaling
Kigoma,17/08/2025,54.54,38.15,33.52,0.36,0.19,1.81,2.19,0.8,0.2,1.65,0.34,0.52,Low,Light surface scaling
Dar es Salaam,21/01/2023,81.99,57.34,2.88,3.0,0.81,4.25,1.11,0.39,0.74,1.86,1.48,0.24,Severe,Rapid corrosion propagation
Songosongo,04/11/2021,63.86,44.66,25.18,1.13,0.26,1.42,0.42,3.73,0.13,1.2,0.44,0.7,Low,Protective oxide layer formation
Songosongo,18/11/2022,55.76,39.0,36.75,0.43,0.79,0.45,1.23,1.79,0.38,0.22,0.69,0.31,Low,Light surface scaling
Lindi,27/05/2025,51.35,35.92,39.11,0.45,0.48,1.74,2.32,0.46,0.11,1.37,0.9,0.11,Very Low,Excellent corrosion resistance
Kigoma,23/04/2023,90.74,63.46,6.13,3.23,0.05,0.2,0.1,0.5,1.46,0.1,0.05,0.05,Severe,Rapid corrosion propagation
Iringa,19/10/2023,87.89,61.47,7.8,2.18,0.04,0.18,0.12,0.36,1.03,0.14,0.05,0.21,Severe,Significant wall thinning
Pemba,16/04/2021,56.56,39.56,26.16,0.8,0.32,6.38,0.27,2.25,0.64,2.67,0.03,0.35,Moderate,Moderate crevice corrosion
Zanzibar,02/04/2025,67.4,47.14,25.48,1.61,0.06,0.39,0.12,1.05,0.41,0.95,1.12,0.44,Moderate,Moderate crevice corrosion
Songosongo,04/11/2020,52.68,36.85,35.43,0.99,0.32,3.08,1.91,2.18,0.19,0.46,1.54,0.47,Low,Protective oxide layer formation
Musoma,30/07/2021,51.55,36.05,40.23,1.19,0.17,2.61,0.72,0.8,0.31,0.93,0.06,0.39,Low,Minimal corrosion activity
Bukoba,13/07/2022,53.61,37.5,36.66,1.15,0.29,2.56,1.36,1.65,0.36,0.78,0.6,0.56,Low,Slight discoloration only
Madimba,15/06/2024,57.38,40.13,30.56,1.14,0.34,2.49,1.1,3.21,0.3,1.36,0.09,0.68,Low,Slight discoloration only
Songosongo,07/02/2024,74.53,52.13,12.49,0.36,0.13,4.43,2.14,0.96,0.76,1.26,1.18,0.71,Moderate,Uniform corrosion with scaling
Kilifi,04/01/2021,64.51,45.12,13.32,0.94,0.22,6.65,1.58,7.17,0.73,1.56,1.33,0.52,Moderate,Uniform corrosion with scaling
Mwanza,04/06/2024,76.27,53.35,7.68,3.93,1.01,3.68,0.96,0.54,0.82,1.2,1.82,0.66,High,Advanced galvanic corrosion
Madimba,27/02/2020,63.92,44.71,17.96,0.56,0.99,3.08,0.43,6.75,0.22,1.06,1.07,0.04,Moderate,Moderate pitting observed
Zanzibar,19/12/2022,78.19,54.69,1.94,2.67,2.68,1.7,0.33,3.63,0.45,1.33,1.45,0.65,High,Severe intergranular attack
Zanzibar,21/05/2021,78.63,55.0,11.94,3.34,0.27,0.94,0.49,1.58,0.91,0.41,0.33,0.6,Severe,Critical stress corrosion cracking
Mtwara,05/02/2025,81.19,56.78,4.35,3.49,0.71,3.19,0.76,1.76,0.46,1.25,1.26,0.72,Severe,Metal loss in carbon steel
Cyclone,18/02/2024,70.69,49.44,27.74,0.94,0.0,0.05,-0.04,0.25,0.52,-0.05,0.0,0.01,Moderate,Moderate crevice corrosion
Dar es Salaam,09/12/2022,80.53,56.32,8.26,2.2,0.38,0.38,0.12,2.93,0.76,0.48,0.23,0.06,High,Severe intergranular attack
Cyclone,09/04/2024,78.29,54.75,5.05,4.18,1.25,1.29,1.75,1.26,1.14,1.63,1.52,0.54,Severe,Deep penetration corrosion
Tabora,01/03/2024,71.88,50.27,24.55,1.57,0.02,0.43,0.28,0.37,0.3,0.15,0.19,0.25,Moderate,Moderate pitting observed
Rukwa,19/03/2021,56.86,39.77,44.97,0.08,0.05,0.2,0.1,0.5,0.29,0.1,0.05,0.05,Low,Light surface scaling
Njombe,15/08/2022,45.04,31.5,29.67,0.44,1.22,5.85,0.66,9.48,0.19,1.21,1.23,0.38,Low,Acceptable corrosion rates
Tanga,15/04/2025,90.57,63.35,3.93,4.34,0.0,0.13,0.06,0.2,0.69,0.1,0.01,0.01,Severe,Deep penetration corrosion
Mbeya,12/04/2020,50.91,35.61,35.17,0.86,0.58,5.64,1.92,1.29,0.38,0.94,0.9,0.06,Low,Slight discoloration only
Bukoba,05/09/2023,63.46,44.38,28.22,0.65,0.14,0.14,1.64,1.69,0.32,1.17,1.48,0.19,Low,Protective oxide layer formation
Bukoba,25/06/2022,56.16,39.28,25.46,1.78,1.13,3.01,2.9,4.13,0.37,2.35,1.4,0.73,Moderate,Erosive wear from particulate ingress
Singida,15/09/2020,58.24,40.73,44.0,0.85,0.05,0.2,0.1,0.5,0.25,0.1,0.05,0.05,Low,Minor surface oxidation
Dodoma,16/03/2025,55.96,39.14,41.82,0.55,0.1,0.39,0.17,0.47,0.1,0.2,0.03,0.11,Low,Minimal corrosion activity
Tanga,22/05/2023,52.25,36.54,37.8,0.45,0.08,2.66,0.94,2.45,0.19,0.75,0.6,0.44,Low,Light surface scaling
Songosongo,30/07/2024,75.72,52.96,25.15,1.82,0.05,0.2,0.1,0.5,0.39,0.1,0.05,0.05,Moderate,Moderate pitting observed
Musoma,22/04/2021,82.91,57.99,4.77,1.66,0.95,2.04,2.52,1.55,0.48,0.58,0.36,0.16,Severe,Significant wall thinning
Pemba,26/07/2021,70.47,49.29,15.54,0.18,1.43,4.09,1.52,1.97,0.45,0.46,0.59,0.59,Moderate,Erosive wear from particulate ingress
Tabora,04/07/2020,88.56,61.94,5.81,2.51,0.06,0.65,0.28,0.32,1.34,0.15,0.07,0.23,Severe,Severe localized attack
Rukwa,01/06/2020,48.61,34.0,43.23,0.82,0.97,0.39,0.74,1.91,0.32,0.31,1.22,0.61,Low,Protective oxide layer formation
Madimba,31/05/2023,66.66,46.62,17.28,0.38,0.79,0.96,2.12,4.56,0.24,2.11,0.28,0.26,Moderate,Uniform corrosion with scaling
Kagera,10/07/2025,71.11,49.73,25.27,0.32,0.05,0.83,0.39,0.44,0.64,0.33,0.07,0.2,Moderate,General surface corrosion
Mbeya,20/04/2021,73.25,51.24,26.81,1.5,0.05,0.2,0.1,0.5,0.19,0.1,0.05,0.05,Moderate,General surface corrosion
Tanga,02/02/2021,49.32,34.5,29.86,0.75,1.94,4.5,0.38,7.63,0.22,0.7,1.46,0.73,Very Low,Negligible corrosion detected
Kagera,19/08/2022,72.06,50.4,16.72,1.46,0.58,1.69,1.71,2.44,0.51,1.16,0.81,0.4,Moderate,Moderate crevice corrosion
Bukoba,09/07/2021,74.12,51.84,15.94,1.03,1.08,2.69,0.71,0.74,0.48,0.52,1.26,0.63,Moderate,Erosive wear from particulate ingress
Pwani,10/05/2024,74.3,51.97,21.58,1.54,0.02,0.68,0.15,0.38,0.77,0.17,0.13,0.26,Moderate,Moderate crevice corrosion
Rukwa,01/02/2025,84.11,58.83,3.38,3.95,0.07,2.21,0.68,2.95,0.96,0.58,0.48,0.5,High,Severe corrosion (oxidation and MIC)
Madimba,28/02/2024,38.73,27.09,44.11,0.98,0.08,3.75,2.67,5.32,0.21,1.39,1.18,0.43,Low,Minor surface oxidation
Pwani,12/09/2024,45.14,31.57,41.27,1.02,0.25,1.98,2.04,4.59,0.27,0.72,1.49,0.32,Very Low,Negligible corrosion detected
Tabora,24/09/2021,62.56,43.76,27.92,1.36,0.88,0.11,0.76,2.91,0.17,0.37,0.1,0.45,Moderate,Moderate pitting observed
Iringa,26/08/2024,60.37,42.22,34.9,0.95,0.16,1.08,0.36,1.1,0.17,0.36,0.19,0.26,Low,Slight discoloration only
Mtwara,09/02/2021,79.14,55.35,9.85,3.68,0.74,0.54,0.21,1.3,1.3,1.21,0.8,0.12,Severe,Metal loss in carbon steel
Kigoma,27/06/2025,89.73,62.76,2.26,4.38,0.06,0.8,0.35,0.81,1.04,0.25,0.16,0.16,High,Severe intergranular attack
Bukoba,29/07/2024,60.83,42.54,27.77,1.65,0.19,3.66,1.33,0.49,0.32,1.52,0.1,0.4,Moderate,Moderate crevice corrosion
Morogoro,19/02/2023,58.15,40.67,35.35,1.05,0.44,0.61,1.15,1.23,0.36,0.5,0.04,0.32,Low,Slight discoloration only
Dodoma,14/05/2020,79.99,55.95,11.49,4.28,0.12,0.71,0.48,0.78,1.37,0.3,0.28,0.2,High,Aggressive pitting corrosion
Morogoro,26/02/2024,76.15,53.26,5.97,1.31,0.77,0.95,2.93,5.0,0.82,0.94,0.56,0.47,High,Severe intergranular attack
Dodoma,08/06/2022,53.66,37.53,37.83,0.43,0.63,1.16,1.14,0.56,0.38,1.02,0.58,0.54,Very Low,Stable protective coating
Ruvuma,21/12/2024,68.29,47.76,19.63,0.32,0.5,4.15,0.96,2.39,0.38,0.12,1.61,0.63,Moderate,Erosive wear from particulate ingress
Kagera,26/12/2024,60.74,42.49,21.02,0.98,1.32,4.23,1.5,4.35,0.8,0.97,0.99,0.8,Moderate,Moderate pitting observed
Kilifi,25/08/2022,66.49,46.5,15.5,1.45,1.0,5.09,0.13,4.67,0.64,1.13,0.2,0.33,Moderate,Selective corrosion activity
Zanzibar,25/01/2024,83.72,58.55,1.63,4.45,0.76,1.75,1.96,2.22,1.19,0.25,0.86,0.21,High,Severe corrosion (oxidation and MIC)
Mtwara,10/02/2021,83.59,58.46,5.28,3.81,0.33,0.39,1.05,1.63,1.34,0.3,0.24,0.03,High,Aggressive pitting corrosion
Njombe,13/02/2024,46.45,32.49,31.54,0.58,1.19,5.44,1.11,5.93,0.14,2.66,1.43,0.23,Low,Light surface scaling
Madimba,09/01/2024,59.62,41.7,21.33,0.99,0.75,4.29,2.59,4.83,0.18,0.43,0.2,0.32,Very Low,No significant deterioration
Songosongo,05/09/2020,60.93,42.62,40.94,0.64,0.05,0.2,0.1,0.5,0.07,0.1,0.05,0.05,Very Low,No significant deterioration
Arusha,18/06/2024,55.04,38.49,39.57,0.05,0.38,1.35,0.37,0.7,0.1,0.78,0.12,0.53,Low,Protective oxide layer formation
Dodoma,04/02/2023,78.22,54.71,4.76,3.01,1.17,2.08,0.14,1.72,0.91,2.95,1.01,0.31,High,Severe corrosion (oxidation and MIC)
Kigoma,16/02/2022,74.06,51.8,26.87,1.23,0.05,0.2,0.1,0.5,0.44,0.1,0.05,0.05,Moderate,Uniform corrosion with scaling
Cyclone,15/05/2021,80.93,56.6,8.02,1.69,0.06,1.03,1.32,2.25,0.82,0.51,1.83,0.71,High,Extensive uniform corrosion
Lindi,05/02/2025,89.33,62.48,7.15,3.33,0.05,0.2,0.1,0.5,0.54,0.1,0.05,0.05,High,Extensive uniform corrosion
Kagera,10/01/2021,46.73,32.68,25.34,1.0,0.73,7.34,2.34,10.61,0.37,2.06,0.39,0.54,Low,Protective oxide layer formation
Bukoba,18/05/2022,94.71,66.24,3.99,2.8,0.05,0.2,0.1,0.5,1.15,0.1,0.05,0.05,Severe,Significant wall thinning
Pwani,28/03/2020,78.54,54.94,6.96,2.01,0.87,2.0,2.6,0.4,0.59,0.22,1.53,0.76,High,Critical structural degradation
Mbeya,26/07/2020,83.44,58.36,1.39,4.32,1.18,0.95,1.26,2.58,1.22,0.34,0.72,0.5,High,Advanced galvanic corrosion
Tabora,28/09/2023,46.48,32.51,44.86,0.76,0.51,0.25,1.77,2.62,0.4,0.74,0.4,0.26,Low,Slight discoloration only
Bukoba,24/09/2022,75.29,52.66,24.03,0.16,0.05,0.2,0.1,0.5,0.58,0.1,0.05,0.05,Moderate,Selective corrosion activity
Singida,30/05/2021,84.89,59.37,1.48,4.47,0.04,1.62,1.98,1.53,0.66,0.8,0.62,0.34,Severe,Deep penetration corrosion
Dar es Salaam,20/04/2022,86.98,60.84,8.85,3.15,0.05,0.2,0.1,0.5,1.25,0.1,0.05,0.05,High,Severe corrosion (oxidation and MIC)
Morogoro,08/10/2020,60.46,42.28,23.71,1.76,0.1,3.26,1.61,5.36,0.63,1.23,0.57,0.47,Moderate,Erosive wear from particulate ingress
Pwani,28/04/2022,74.31,51.97,23.53,1.55,0.05,0.2,0.1,0.5,0.8,0.1,0.05,0.05,Moderate,Selective corrosion activity
Mbeya,03/06/2022,54.42,38.06,26.45,0.67,0.3,3.54,2.48,6.61,0.11,1.29,0.68,0.31,Low,Acceptable corrosion rates
Ruvuma,12/08/2022,75.11,52.54,11.79,4.45,0.16,2.72,0.49,1.52,1.5,0.12,1.21,0.02,High,Severe intergranular attack
Cyclone,07/09/2023,66.14,46.26,22.31,1.71,0.65,0.68,1.46,2.95,0.67,0.41,1.24,0.8,Moderate,Moderate pitting observed
Cyclone,27/08/2021,53.89,37.69,32.44,0.85,0.03,1.43,2.22,3.03,0.32,1.41,1.8,0.44,Very Low,Optimal material performance
Iringa,12/01/2020,92.65,64.8,6.58,2.45,0.05,0.2,0.1,0.5,0.86,0.1,0.05,0.05,Severe,Critical stress corrosion cracking
Bukoba,09/02/2023,75.59,52.87,14.02,1.6,0.17,1.52,1.09,3.28,0.55,0.75,0.32,0.58,Moderate,Moderate pitting observed
Kilifi,15/08/2021,68.12,47.65,24.44,1.45,0.49,0.81,0.89,0.59,0.33,0.53,0.08,0.41,Moderate,General surface corrosion
Rukwa,16/06/2021,67.3,47.07,16.55,0.9,1.2,4.53,2.78,1.32,0.74,1.32,0.26,0.4,Moderate,General surface corrosion
Morogoro,23/10/2022,57.11,39.94,24.37,0.74,0.51,5.5,0.87,4.31,0.62,2.31,0.81,0.33,Moderate,Uniform corrosion with scaling
Madimba,15/12/2021,64.02,44.78,27.2,0.17,1.6,0.69,0.18,0.53,0.16,0.89,0.69,0.11,Low,Slight discoloration only
Musoma,26/03/2021,77.92,54.5,16.47,0.54,0.45,1.0,0.3,0.55,0.78,0.91,0.52,0.26,Moderate,Moderate pitting observed
Songosongo,15/04/2020,60.57,42.37,26.63,1.79,0.5,0.72,1.24,2.88,0.42,1.49,0.72,0.01,Moderate,Erosive wear from particulate ingress
Pwani,23/06/2021,80.39,56.22,7.49,4.5,0.46,1.97,0.06,1.86,1.15,0.31,0.98,0.55,Severe,Significant wall thinning
Morogoro,01/03/2020,63.32,44.28,23.86,1.5,0.18,4.31,1.13,1.47,0.54,1.24,0.51,0.7,Moderate,Moderate crevice corrosion
Mbeya,07/01/2024,45.49,31.82,38.28,0.58,0.32,6.44,1.73,1.59,0.15,0.33,2.0,0.16,Very Low,No significant deterioration
Bukoba,01/09/2022,64.66,45.23,24.08,1.78,0.37,3.79,0.88,0.34,0.54,1.47,0.87,0.06,Moderate,Erosive wear from particulate ingress
Kagera,19/08/2023,81.76,57.18,2.31,2.1,1.35,2.04,2.68,1.23,0.56,1.14,0.17,0.48,Severe,Metal loss in carbon steel
Rukwa,05/03/2020,77.49,54.2,19.28,1.71,0.02,0.2,0.06,0.31,0.65,0.11,0.08,0.1,Moderate,General surface corrosion
Pemba,14/12/2021,85.31,59.66,9.09,1.12,0.04,0.61,0.43,1.17,1.32,0.31,0.07,0.07,Severe,Severe localized attack
Songosongo,22/12/2022,65.89,46.09,18.9,2.0,1.29,1.0,0.22,3.59,0.62,1.68,2.0,0.29,Moderate,Selective corrosion activity
Kagera,02/08/2020,82.64,57.8,7.58,3.35,0.17,0.16,0.83,0.46,0.46,1.38,1.09,0.24,Severe,Metal loss in carbon steel
Morogoro,03/06/2021,90.97,63.62,6.77,3.67,0.05,0.2,0.1,0.5,0.71,0.1,0.05,0.05,Severe,Critical stress corrosion cracking
Dar es Salaam,20/09/2024,78.72,55.06,3.02,1.87,1.58,3.61,1.25,4.28,1.14,0.33,1.02,0.33,Severe,Deep penetration corrosion
Arusha,24/11/2025,74.17,51.88,14.34,1.21,0.73,2.75,0.53,2.07,0.34,1.03,0.77,0.69,Moderate,Moderate pitting observed
Dodoma,10/04/2021,84.41,59.04,1.83,4.4,0.12,2.26,1.31,1.55,0.4,0.78,0.31,0.68,Severe,Severe localized attack
Musoma,17/09/2020,88.48,61.88,7.57,3.26,-0.06,-0.01,0.0,0.18,0.62,0.1,-0.07,0.01,Severe,Critical stress corrosion cracking
Dodoma,04/05/2025,76.23,53.32,20.05,0.28,0.03,0.99,0.23,0.67,0.45,0.12,0.03,0.33,Moderate,Moderate pitting observed
Shinyanga,10/01/2025,79.07,55.31,8.56,3.19,0.53,2.2,0.8,2.16,0.68,0.52,1.35,0.35,Severe,Rapid corrosion propagation
Pwani,22/01/2024,76.07,53.21,20.63,0.49,0.04,0.46,0.18,0.64,0.33,0.36,0.03,0.62,Moderate,Erosive wear from particulate ingress
Lindi,03/10/2025,66.47,46.49,19.96,0.99,0.9,2.56,1.61,2.09,0.43,1.66,0.76,0.34,Moderate,General surface corrosion
Singida,22/03/2021,67.34,47.1,26.23,0.96,0.25,1.12,0.76,1.78,0.6,0.34,0.07,0.05,Moderate,Selective corrosion activity
Kilifi,25/01/2025,77.62,54.29,15.39,0.89,0.39,0.71,0.97,1.56,0.49,0.93,0.19,0.27,Moderate,General surface corrosion
Kilifi,25/08/2025,64.07,44.81,24.19,0.29,0.48,3.31,0.09,3.93,0.39,1.48,0.56,0.32,Moderate,General surface corrosion
Shinyanga,26/06/2022,69.06,48.3,20.17,0.32,0.19,2.91,2.12,0.52,0.47,1.35,1.49,0.28,Moderate,Uniform corrosion with scaling
Dodoma,26/06/2020,76.43,53.46,7.57,2.6,0.65,2.77,0.09,3.99,0.67,1.47,0.4,0.8,High,Critical structural degradation
